created_at,location,Capres,Tweet,Translation,Compound_Score,Sentiments
Sun Feb 04 23:53:01 +0000 2024,,anies,anies ra gayeng deingi ora koyo biasane,anies ra gayeng deingi not like usual,-0.2755,Negatif
Sun Feb 04 23:53:01 +0000 2024,,anies,amin menang ubah anies presiden ri aminajadulu,Amen wins to change Anies to President RI Aminajadulu,0.5719,Positif
Sun Feb 04 23:52:58 +0000 2024,INDONESIA,anies,ubah opening speech abah anies bahasa isyarat awal bawa semangat ubah keren bngt capres,"Change the opening speech, use the initial sign language, bring enthusiasm, change it to be cool, Mr. President",0.6369,Positif
Sun Feb 04 23:52:49 +0000 2024," Kaiv, ð",anies,bener udah tebak menang gak ganjar anies prabowo,"That's right, I guessed that Anies Prabowo won and won't reward him",0.1783,Positif
Sun Feb 04 23:52:45 +0000 2024,"South West, England",anies,aduhhh corla suka sok iya kau tengok liat ujung pipet gak banding kau mamak anies corla gak pala mulut,"Ouch, Corla likes to pretend, yes, you look at the tip of the pipette, it doesn't compare, you're talking to Anies, Corla doesn't have a good mouth",0.4007,Positif
Sun Feb 04 23:52:42 +0000 2024,in my own wonderland ,anies,anies isu sara pakai,Anies issues about how to use it,0.0,Netral
Sun Feb 04 23:52:31 +0000 2024,heaven,anies,anies nanya lindung perempuan jawab makan gizi cewe dilecehin kurang gizi tau prabowo fokus gimana nyata gak banget,"Anies asked about protecting women and answering about eating nutrition, girls being harassed by being malnourished, do you know Prabowo's focus, how is it real or not?",-0.5423,Negatif
Sun Feb 04 23:52:29 +0000 2024,,anies,masyaallah abah anies nalarrr pikir chef hotel bintang masakin daging qurban dibagiin warga nyata disampein hewarwarming beneran beliau citra bagus kayak gin liat gweh,"Masyaallah, Abah Anies has reason to think, the star hotel chef cooks sacrificial meat, shares it with real people and really warms him up, his image is as good as looking at gweh",0.7574,Positif
Sun Feb 04 23:52:27 +0000 2024,Indonesia,anies,dukung anies semenjak tau sifat sederhana ganjar dukung ganjar,"Support Anies since you know the simple nature of Ganjar, support Ganjar",0.6597,Positif
Sun Feb 04 23:52:22 +0000 2024,"ÃT: 0.5461261,123.057761",anies,bilang anies retorika gabisa bikin tpa ubah vvip,Rhetoric Anies said he couldn't make it without changing the VIP,-0.5014,Negatif
Sun Feb 04 23:52:21 +0000 2024,,anies,optimis putar anies,Anies is optimistic,0.3182,Positif
Sun Feb 04 23:52:17 +0000 2024,"Bekasi, Jawa Barat",anies,menang anies amin ratus olh umat islam hr ubah adlh harap masyarakat tlh rekam alam sadar rakyat shg ubah wajib,win anies amen hundred by the muslims today change adlh hope the society will record the people's consciousness that change is obligatory,0.7717,Positif
Sun Feb 04 23:52:16 +0000 2024,,anies,ganjar anies kasih pesan istri anak rangin beting kaya cacing panas ehhh klo beking mahfud kelas prof,"reward Anies, give a message to his wife, Rangin Beting's children are like hot worms, ehhh, if you support Mahfud, Prof. Class",0.836,Positif
Sun Feb 04 23:52:15 +0000 2024,,anies,anies andal henti putar sempat ganjar prabowo pilih jatuh,Anies reliably stopped playing and was rewarded by Prabowo choosing to fall,0.4767,Positif
Sun Feb 04 23:52:12 +0000 2024,,anies,anies serang skenario nang massal batal debatcapres debatcapres,Anies attacks the scenario that mass presidential debates are canceled,-0.4404,Negatif
Sun Feb 04 23:52:12 +0000 2024,,anies,pilih ummat anies gagal pindah ganjar aja,"If Anies's community fails to move, just punish it",-0.7351,Negatif
Sun Feb 04 23:52:09 +0000 2024,"Bogor, Jawa Barat",anies,gera videotron anies dana talang paham sampe situ dki dipermasalahin mulu udah dijelasin anies basi cok,"Gera Videotron, Anies, Dana Talang, understands that up to that point, Anies has explained it in a stale way.",0.0,Netral
Sun Feb 04 23:52:06 +0000 2024,Jakarta,anies,prabowo ulang tuju dapat anies debat capres klynews,Prabowo returns to win Anies presidential candidate debate Klynews,0.5859,Positif
Sun Feb 04 23:52:04 +0000 2024,Indonesia,anies,kasihan anies kisah buzzer cuci otak netizen segitunya aku gerindra super benci anies,"I feel sorry for Anies, the story of the buzzer brainwashing netizens, that's how much I hate Anies",-0.7579,Negatif
Sun Feb 04 23:52:03 +0000 2024,,anies,gak pake statement kambing congek tau joko dukung anak tetep optimis aja kampanye anies kemaren kali kaget liat hadir segitu banyak,"Don't use statements about arrogant goats, you know, Joko supports children, he's still optimistic about Anies' campaign yesterday, I was surprised to see so many people present.",0.3612,Positif
Sun Feb 04 23:52:01 +0000 2024,,anies,panik klu gak santai aja alhamdulillah kampus dukung anies,"If you don't panic, just relax, thank God the campus supports Anies",0.7503,Positif
Sun Feb 04 23:52:01 +0000 2024,,anies,nama lurus gak tau sll bicara benci anies tunjuk junjung,"straight name, don't know, always talk about hate, Anies shows respect",0.0772,Positif
Sun Feb 04 23:47:09 +0000 2024,Living Room,anies,membangung benda benda mati also anies build benda benda mati,build inanimate objects also anies build inanimate objects,0.0,Netral
Sun Feb 04 23:47:05 +0000 2024,L-1485,anies,blio pas debat mancing pa anies kasih nilai menhan,"Blio during the fishing debate, Anies gave the Minister of Defense scores",0.128,Positif
Sun Feb 04 23:47:01 +0000 2024,,anies,prioritas aja beban negara paralel tolak tolak tapi uunya bangun anies ulang bilang bahaya bijak diskusi publik gin,"Just prioritize the burden of parallel countries, reject it, but the law is to wake up, Anies repeats the dangers of wise public discussion, gin",-0.4497,Negatif
Sun Feb 04 23:47:00 +0000 2024,,anies,anies bgt,really anies,0.0,Netral
Sun Feb 04 23:46:59 +0000 2024,"Bekasi, Jawa Barat",anies,anies hebat banding saing damping jujur integritas korupsi nepotisme ham bokep tuju rubah lndonesia maju korupsi,"Anies is great for competitiveness, honesty, integrity, corruption, nepotism, ham, bokep, aim for the Indonesian fox to advance corruption",0.872,Positif
Sun Feb 04 23:46:58 +0000 2024,,anies,nunggu banget anies remake gibran style pas nyari inti jawab mana,I'm really waiting for Anies to remake Gibran Style when I'm looking for the main answer,0.0,Netral
Sun Feb 04 23:46:54 +0000 2024,,anies,anies pimpin amanah insyaallah dukung dukung prabowo kalah putar pilih ganjar amanah,"Anies will lead the trust, God willing, support Prabowo, if he loses, he will choose to reward the trust",0.9153,Positif
Sun Feb 04 23:46:51 +0000 2024,Unknown,anies,that why wowo bilang anies erti emang ngomong ketimbang ngomong iya debat niat serang,"that's why wowo said that Anies meant indeed talking rather than talking, yes, debating the intention to attack",-0.1027,Negatif
Sun Feb 04 23:46:44 +0000 2024,,anies,isi komen anies presiden anies putar cerdas pilih anies prabowo laku ham berat ulama pilih anies islam pilih anies insyaallah anies presiden jujur aja blm komen ganjar,"Contents of Anies' comments, President Anies, turn smart, choose Anies Prabowo, sell hard ham, clerics choose Anies, Islam choose Anies, God willing, Anies President, be honest, I haven't commented yet.",0.7717,Positif
Sun Feb 04 23:46:43 +0000 2024,Indonesia,anies,tau kak alas jokowi tau masa reshuflle anies total menteri undang jokowi istana presiden anies diberitau alas,"Do you know that Alas Jokowi knows about Anies' reshuffling period, the total minister invites Jokowi to President Anies Palace, Alas has been informed",-0.4939,Negatif
Sun Feb 04 23:46:41 +0000 2024,Indonesia,anies,dukung anies semenjak tau program ganjar pilih dukung,"Support Anies since you found out about the reward program, choose to support it",0.8442,Positif
Mon Feb 05 23:55:09 +0000 2024,,anies,iya tangga lorong mrt kotor kumuh skrg beda banget pas anies bersih kinclong byk tugas bersih heru rusak,"yes, the stairs in the MRT hallway are dirty and dirty, now it's really different when Anies is clean, shiny, lots of cleaning work, heru is damaged",-0.5106,Negatif
Mon Feb 05 23:55:05 +0000 2024,,anies,rg dukung anies anies kalah,"rg supports Anies, Anies loses",0.0516,Positif
Mon Feb 05 23:55:02 +0000 2024,,anies,intelektual mending searching anies datengin demo pas jakarta gimana bangun sistem jaklingko gimana gak dar merintah beliau turun bagi obrol masuk masyarakat,"It's better for intellectuals to search for Anies to come to the demonstration in Jakarta, how to build the Jaklingko system, how not to order him to come down to chat with the community",0.7096,Positif
Mon Feb 05 23:54:59 +0000 2024,,anies,anies gamau,Anies doesn't want to,-0.0572,Negatif
Mon Feb 05 23:54:53 +0000 2024,"Mesuji, Indonesia",anies,amin partai bacot gub anies ampe lolos senayan,"Amen, the party bashed Governor Anies until it passed Senayan",0.4019,Positif
Mon Feb 05 23:54:38 +0000 2024,,anies,mahfud anies maju capres urus menang kalah urus maju,"Mahfud Anies running for presidential candidate takes care of winning and losing, manages to move forward",0.6124,Positif
Mon Feb 05 23:54:16 +0000 2024,,anies,abak anies auto keren pas debat kemaren siih sosok tenang sahaja layak jadi pimpin,"Abak Anies was really cool during the debate yesterday, he's just a calm figure worthy of being the leader",0.7778,Positif
Mon Feb 05 23:54:14 +0000 2024,,anies,anies ngomong korporasi ubah koperasi,Anies said that corporations are changing cooperatives,0.0,Netral
Mon Feb 05 23:53:51 +0000 2024,Jakarta Capital Region,anies,anak muda mahasiswa mahasiswi acara macem desak anies slepet imin tabrak mahfud turun pilih waktu minggu,"Young people, students, various events, urge Anies to slow down, Imin hit Mahfud, come down, choose a time of the week",0.0,Netral
Mon Feb 05 23:53:38 +0000 2024,"Bogor Selatan, Indonesia",anies,desak anies gali visi misi capres sukses jalan doa spy desak mukidi sukses sgr lengser,Anies urges him to dig into the vision and mission of the presidential candidate's success in prayer. Spy urges Mukidi to be successful and step down,0.8591,Positif
Mon Feb 05 23:53:30 +0000 2024,Jakarta,anies,udah pas waktu sesi anies wartawan neng banget rebut foto anies amin dengar reaksi suara neng,"It's just right at the time of Anies' session, journalists really grabbed Anies' photo, Amen, when I heard Neng's reaction",0.0,Netral
Mon Feb 05 23:53:29 +0000 2024,,anies,anies tim bubur aduk filosofi biar rata rata adil aforevery aniesfinalstage,anies porridge team stir philosophy so that the average is fair aforevery aniesfinalstage,0.3182,Positif
Mon Feb 05 23:53:24 +0000 2024,,anies,relevan koalisi bongkar pasang lego jalan lepas anies,relevant coalition for dismantling lego road off anies,0.0,Netral
Mon Feb 05 23:53:24 +0000 2024,,anies,allah anies cari cari salah ampe kesini kabar culi aktivis langgar konstitusi bansos pake nama pribadi tragedi kanjuruhan wadas,Allah Anies was looking for something wrong until here came the news of kidnapping activists violating the social assistance constitution using their personal names Kanjuruhan Wadas tragedy,-0.9001,Negatif
Mon Feb 05 23:53:23 +0000 2024,,anies,tolakpasloncacatetik anies layak presiden,Rejects that ethically flawed candidate Anies is worthy of being president,-0.5267,Negatif
Mon Feb 05 23:53:09 +0000 2024,"South Borneo, Indonesia",anies,keren evos tuju ubah stigma gamers desak anies by gamers pandang belah kaum tua jalur prestasi dunia gamers tanggung moral edukasi game adiksi,"cool, evos aims to change the stigma of gamers, urges anies by gamers to take a split view of older people's path to world achievement, gamers take moral responsibility for education in addictive games",0.3182,Positif
Mon Feb 05 23:53:01 +0000 2024,,anies,anies lewat manis impi negara lindung rakyat takut banget harap rekam jejak jalan sesuai visi misi harap moga takdir,"Anies, through the sweet dream of a protected country, the people are really afraid, hope the track record goes according to the vision and mission, hopefully fate",0.9297,Positif
Mon Feb 05 23:52:53 +0000 2024,,anies,salah adab muslim contoh anies,"wrong Muslim etiquette, for example Anies",-0.4767,Negatif
Mon Feb 05 23:52:46 +0000 2024,Negeri konoha,anies,berpikiyang kaya bangsa minyak gas tambang berpikipenjajah kolonial kaya terbesasebuah bangsa manusia ttd anies rasyid baswedan indonesia ubah amin aminfor aminpilihanrakyat,think rich nation oil gas mining think colonial invaders biggest rich a human nation signed anies rasyid baswedan indonesia change amen amenfor amenpeople's choice,0.802,Positif
Mon Feb 05 23:47:01 +0000 2024,,anies,bangga banget anak murid semarang udh kuliah ntn desak anies bocil trnyata udah kritis pola pikir,"Semarang students are very proud to have gone to college, Anies Bocil insists it turns out they have a critical mindset",0.2716,Positif
Mon Feb 05 23:46:55 +0000 2024,,anies,sakit hati samsul cawapres sasar anies malu nebar fitnah,"It hurts that Samsul, the vice presidential candidate, has targeted Anies and is embarrassed to spread slander",-0.6808,Negatif
Mon Feb 05 23:46:55 +0000 2024,,anies,usung anies gubernur jakarta sandiaga uno hey sorry yee sorry,"Anies, Governor of Jakarta, Sandiaga Uno, hey sorry, sorry",-0.1531,Negatif
Mon Feb 05 23:46:42 +0000 2024,"Denpasar Selatan, Indonesia",anies,gak apa anies mnjd hrapan mnjd presiden skip gagal mending pindah ganjar,"It's okay that Anies hopes to become president, skip failure, it's better to move to reward",0.7906,Positif
Mon Feb 05 23:46:39 +0000 2024,,anies,gara gara liat anies pake bahasa isyarat kemarin inget amaze ken ajar bahasa isyarat pas liat iklan feel so nostalgic,"yesterday because I saw Anies using sign language, I remembered the amaze that Ken taught sign language when I saw the ad, I felt so nostalgic",0.5423,Positif
Mon Feb 05 23:46:31 +0000 2024,,anies,bilang anies ngomong rencana doang aja beliau tugas koar koar kuasa kasih bahh banyakin pamer bahh pleasee,"said that Anies just talks about plans, he's doing his job, he's talking about his power, he's giving him lots of show off, pleaseee",0.34,Positif
Mon Feb 05 23:46:28 +0000 2024,,anies,anies pilih baik lanjut bangun indonesia lanjut,Anies chooses to continue building Indonesia further,0.0,Netral
Mon Feb 05 23:46:28 +0000 2024,"Jakarta Timur, DKI Jakarta",anies,fitnah hapus bumn anies informasi akal kutip wenang wenang akal sehat cc,"slander removes BUMN Anies, information, quotation, authority, common sense, CC",0.0772,Positif
Mon Feb 05 23:46:22 +0000 2024,krazy mountain,anies,pilih anies trus pilih partai legislatif anies eksekutif legislatif pks partai laku hukum mati keras sexual partai tuju omnibuslaw pks ngga tuju,vote for anies then vote for legislative party anies legislative executive pks party sells strict death law sexual party aims omnibuslaw pks doesn't aim,0.4939,Positif
Mon Feb 05 23:46:21 +0000 2024,,anies,relevan ngusung anies nasdem pks masak dapet pkb pksnya buang,"It's relevant to promote Anies Nasdem PKS, cook and get PKB, PKS throw it away",0.3818,Positif
Mon Feb 05 23:46:21 +0000 2024,"Pancoran Mas, Indonesia",anies,anies keangkaramurkan kalah baik,Anies Keangkaramuran lost well,-0.0516,Negatif
Mon Feb 05 23:46:10 +0000 2024,,anies,maaf becandaan kaya gin kaya bikin pilih awam beneran respect anies anis matta partai gelora,"Sorry, it's a joke like Gin's rich to make people choose, they really respect Anies Anis Matta, Gelora Party",0.92,Positif
Mon Feb 05 23:45:55 +0000 2024,,anies,gak prihatin model sepuh sehat untung debat anies welas asih beliau kaca nabgis massal bnyk nungguin,"I'm not concerned about the old model who is healthy for the debate, Anies is compassionate, he's looking forward to mass nabgis, lots of waiting",0.7096,Positif
Mon Feb 05 23:45:54 +0000 2024,,anies,dukung sorak neng anies frustasi frustasi gagal rezim skrg lanjut kayak rakyat frustasi anies tokoh jerat koalisi dukung langgar etika ganda ngaca nang,"support the cheers of Neng Anies, frustrated, frustrated with the failure of the regime, now continue like the people, frustrated with Anies, the figure of the coalition's traps, supports the violation of ethics, doubles eyes on Nang",-0.7845,Negatif
Mon Feb 05 23:45:48 +0000 2024,Jepang,anies,anies hati,anies heart,0.6369,Positif
Mon Feb 05 23:45:42 +0000 2024,Jkt,anies,bilangin kak demokrasi pilih anies,"Tell me, democracy, vote for Anies",0.0,Netral
Mon Feb 05 23:45:13 +0000 2024,Jakarta,anies,in syaa allah wa biidznillah anies baswedan presiden ri,In shaa Allah wa bidznillah Anies Baswedan President of the Republic of Indonesia,0.0,Netral
Mon Feb 05 23:44:39 +0000 2024,,anies,loe udah nyadar rakyat pro apa jokowi priode pilih jokowi rakyat salah jokowi becus oknum kabinet contoh sprti anies mendikbud becus,"Have you realized that the people are pro or Jokowi when they elect Jokowi? The people are wrong. Jokowi is capable of being a cabinet member. For example, Anies, Minister of Education and Culture, is competent.",0.2023,Positif
Mon Feb 05 23:44:34 +0000 2024,,anies,milu minggu pilih coblos anies baswedan muhaimin iskandano pilih coblos partai caleg dukung amin siddiq amanah tabligh fathonah insya allah indonesia baldatun thoiyyibatun wa robbun ghofur,"Milu Minggu chooses to vote, Anies Baswedan, Muhaimin Iskandano, chooses to vote, legislative party candidates support Amin Siddiq Amanah Tabligh Fathonah, God willing, Indonesia Baldatun Thoiyyibatun wa Robbun Ghofur",0.7579,Positif
Mon Feb 05 23:41:48 +0000 2024,under ðð¼ and  ð¯ð¶ ship âµ,anies,anies tuju banget andaa,Anies really aims at you,0.0,Netral
Mon Feb 05 23:41:47 +0000 2024,,anies,mas undecided bnernya loh jujur anies cakep kampanye byk masyarakat indo dekat mas pake amp mas efektif tau indo mna kdg emg hrs liet orang tirta ngakuin outofthebox,"bro, undecided, it's true, honestly, Anies is beautiful, the campaign is very close to many Indonesian people, bro, you use amp, bro, it's effective, you know where Indonesia is, you really have to liet people, Tirta admits it out of the box",0.9201,Positif
Mon Feb 05 23:41:40 +0000 2024,palembang,anies,haloo anies buzzer rakyat netral bela ngomongnya mencla mencle jejak digital malu,hello anies buzzer neutral people defend what they say mencla mencle digital traces of shame,-0.4767,Negatif
Mon Feb 05 23:41:25 +0000 2024,,anies,kompak banget natural gitu you can feel it right kadang suka sedih klo bilang imin impostor sengaja jatuhin anies jahat banget fitnah,"very compact, natural, you can feel it right, sometimes I feel sad when I say that Imin is an impostor who deliberately brought down Anies, it's really evil and slanderous",-0.7197,Negatif
Mon Feb 05 23:41:24 +0000 2024,"Nangro Aceh Darussalam, Indone",anies,mantap wni malaysia anies presiden,great malaysian citizen anies president,0.6249,Positif
Mon Feb 05 23:41:08 +0000 2024,Shafa ,anies,kadam sidiq dukung anies wajar background anies udah aja patok paslon bagus kagak emang sesuai aja penting kadam,"Kadam Sidiq supports Anies, it's normal that Anies' background is enough to determine whether a good candidate pair is right, whether it's appropriate or not, it's important, Kadam",0.587,Positif
Mon Feb 05 23:40:24 +0000 2024,,anies,program nomor sepenuh butuh detil rencana anies klo,The full number program requires detailed Anies Klo plans,0.0772,Positif
Mon Feb 05 23:40:09 +0000 2024,"Denpasar Selatan, Indonesia",anies,moga abah anies pilih lolos bah harap abah dot mnjd pimpin bener,"I hope Abah Anies chooses to pass, I hope Abah Dot will be a true leader",0.8225,Positif
Mon Feb 05 23:40:03 +0000 2024,ð²ð¨ð¯ðµðºð¸,anies,leader both wisdom knowledge anies,leader both wisdom knowledge anies,0.5267,Positif
Mon Feb 05 23:40:00 +0000 2024,Indonesia,anies,anies cerdas prabowo tulus ganjar bangs,Prabowo's smart Anies is sincere in his reward,0.8442,Positif
Mon Feb 05 23:39:59 +0000 2024,"Karlovy Vary, Czech Republic",anies,yap suka sie narasi beliau adl pki lapang situasi dukung bawah benci bgt agama cocok konsep komunis ngejudge gara dukung anies aja digituin,"Yep, I like the narrative, his narrative is that the PKI has a broad situation of support and hate, really hates religion according to the communist concept, judge because you support Anies, just digitize it",0.2975,Positif
Mon Feb 05 23:39:58 +0000 2024,,anies,pa anies udh jaga jaga biar omong diplintir capek ngomong diplintir bcd pa anies diem aja udah nyenggol,"Mr. Anies, take care of him so he can twist his words, tired of talking in a twist, Mr. Anies, just keep quiet, he's naughty",0.0772,Positif
Mon Feb 05 23:39:56 +0000 2024,saya aslinya 2 orang,anies,mending anies ma ganjar gabung lawan votersnya prabowo susah anjay mabar udh wowo menang,"It's better for Anies to join in against Prabowo's voters. It's hard for Anjay to win. Wow, he won",0.9432,Positif
Mon Feb 05 23:39:55 +0000 2024,,anies,noh desak anies bayar nasi bungkus,Noh urged Anies to pay for the packaged rice,-0.1027,Negatif
Mon Feb 05 23:39:34 +0000 2024,,anies,fitnah anies tiktok parah bgt loh parah prnah searching stelah terima informasi,"Anies tiktok's slander is really serious, you've been searching after receiving the information",-0.1513,Negatif
Mon Feb 05 23:39:32 +0000 2024,"Kota Bandung, Jawa Barat",anies,sumuhun insya allah anies baswdan wae no aminajadulu,"yes, God willing",0.5859,Positif
Mon Feb 05 23:39:12 +0000 2024,,anies,kader golkar ppp pan bentuk rawan kib dukung anies,Golkar PPP Pan cadres are prone to support Anies,0.4019,Positif
Mon Feb 05 23:39:05 +0000 2024,indonesia,anies,anies keren utama didik semangat anies,"Anies is cool, the main thing is to educate Anies' spirit",0.4588,Positif
Mon Feb 05 23:37:00 +0000 2024,,anies,memanggg notice jaman anies vs ahok gilss ni cewek rambut curly mata sinar sinar sesuai nama,grilling notice the era of Anies vs Ahok girls no girl curly hair eyes shining bright as the name,0.1779,Positif
Mon Feb 05 23:36:44 +0000 2024,East Java,anies,anies representasi cerdas stabil emosi prestasi integritas change and hope prabowo representasi joged ham anti media keras labil emosi bebek jokowi ganjar representasi nasionalis tulen loyalitas labil sat set totalitas,anies intelligent representation stable emotions achievement integrity change and hope prabowo representation joged ham anti hard media emotionally unstable duck jokowi rewards genuine nationalist representation unstable loyalty sat set totality,0.8625,Positif
Mon Feb 05 23:36:41 +0000 2024,"Kota Makassar, Sulawesi Selata",anies,kota pare pare tempuh jarak saksi kampanye anies perubahanhargamati,The city of Pare Pare travels the distance witnessing Anies' campaign for changes in Hargamati,0.0,Netral
Mon Feb 05 23:36:39 +0000 2024,Jakarta,anies,ambyar dukung anies ah wkwkwkwmw,ambar support anies ah wkwkwkwmw,0.4019,Positif
Mon Feb 05 23:36:36 +0000 2024,"Bogor, Jawa Barat",anies,raih kursi dpyg wajib juang partai usung amin lobi politik bijak presiden anies pro rakyat utama ruu ampas aset sgera uu,"win the dpyg seat, you must fight, the party carries amen, president anies wise political lobby, pro people, main bill, dregs of assets immediately uu",0.8316,Positif
Mon Feb 05 23:36:33 +0000 2024,Indonesia,anies,anies baswedan berani berani lawan perintah pusat oligarki baik jakarta jalan landas hukum usaha mrk tekan anies gagal bukti langgar hukum presiden distir oligarki,"Anies Baswedan dares to dare to oppose central orders, good oligarchy, Jakarta, business law runway, they press Anies, fails, evidence of breaking the law, President Distir oligarchy",0.0258,Positif
Mon Feb 05 23:36:22 +0000 2024,,anies,urai tulus prabowo konteks debat capres tulus ungkit ungkit baik usung anies kritisi kerja tulus gabung kuasa amp sgt kecewa dukung tulus lipstik desak,Prabowo's sincere explanation of the context of the presidential candidate debate. Sincerely leverage it. It's good to encourage Anies to criticize his work. Sincerely join forces. Very disappointed. Sincerely support. Lipstick. Urge.,0.9489,Positif
Mon Feb 05 23:36:20 +0000 2024,Indonesianð®ð©,anies,anies presiden baik,Anies is a good president,0.4404,Positif
Mon Feb 05 23:36:05 +0000 2024,human cat,anies,tunggu announce evos anies udh oke kasih jaket jurdun evos manay,"wait for the announcement of Evos Anies, it's okay, give me a Jurdun Evos Manay jacket",0.2263,Positif
Mon Feb 05 23:35:59 +0000 2024,,anies,dikit jegal anies dikit jegal anies jegal anies dikit lagu putar ulang kreatif ngapain jegal lepas blm menang anies partai gak nyapres jegal dmn ngomong jegal bukti gak,"a little bit of a challenge to Anies a little bit of a challenge to Anies a little bit of a challenge to anies a little bit of a creative playback song, what are you doing, you're not going to win, Anies, the party is not running for president, where are you talking about it, is there any proof or not?",0.5312,Positif
Mon Feb 05 23:35:52 +0000 2024,Indonesia,anies,ngasih janji masa kampanye wajar cawapres ngasih bansos istana kudu presiden ngasih sembako money politic udah bukti kasih makan buzzer kritik sebar hoax anies ad kerja,"giving promises during the campaign is normal for the vice president to give social assistance for the palace, the president must give basic necessities money politics is proof of giving food buzzer criticism spreads hoaxes anies ad work",0.5423,Positif
Mon Feb 05 23:35:51 +0000 2024,Indonesia,anies,banget mending anies aja,It's really better to just be Anies,0.4927,Positif
Mon Feb 05 23:35:39 +0000 2024,,anies,fix anies baswedan pimpin butuh rakyat pilih ganjar anies kalah udah rugi banget dukung,"Fix Anies Baswedan to lead needs the people to vote, reward Anies for losing, I've really lost, support him",0.3581,Positif
Mon Feb 05 23:35:32 +0000 2024,,anies,anies mgkn ragu kebo byk diam emang kuasa kebo cmn sj itu kebo brani ngapain trllu nglawan,"Anies may not have any doubts that kebo is so silent, it really is the power of kebo, but that's why kebo has the courage to do what you need to fight",0.3278,Positif
Mon Feb 05 23:35:20 +0000 2024,,anies,takut klo anies menang mgkn tahu korupsi kale tattut miskin bikin survey akal angka spy tarik perhati menang kampanye kubu caper luluk hasil survey kae gin wajar kdg kdg turun,"I'm afraid that if Anies wins, I might not know about corruption, I'm afraid of being poor, make a survey to make sense of spy numbers, attract attention, win the campaign, the caper camp will yield, the survey results will be normal, sometimes it's down",0.7845,Positif
Mon Feb 05 23:35:16 +0000 2024,where do u think am i?,anies,validd yaallah capek bgt liat vt isi prestasi anies rinci bgt pas baca komen dp gmn program bcttt,"It's valid, God, I'm so tired of looking at VT, the contents of Anies' achievements are so detailed when I read the comments on the dp, what's the bcttt program?",-0.2716,Negatif
Mon Feb 05 23:35:08 +0000 2024,,anies,anak anies baswedan cewe cakep bgt liat mata dimplenya senyumnyaa satu passs gitu syifa hadju kalemm maniss gitu,"Anies Baswedan's daughter is a very cute girl, look at her dimple eyes, her smile is just one pass, Syifa Hadju is calm, so sweet",0.8992,Positif
Mon Feb 05 23:35:00 +0000 2024,,anies,kirim dm twiter anies like beliau,send anies dm on twitter like him,0.3612,Positif
Mon Feb 05 23:34:44 +0000 2024,she/her - 21,anies,abah sosial energi gede bgt klo abah abis debat urung hari abis abis desak anies gamau sosialisasi minggu,"Social Abah has a lot of energy when he's finished debating, he's gone for the day and he's urging Anies to refuse to socialize for the week",-0.0258,Negatif
Mon Feb 05 23:32:45 +0000 2024,,anies,anies dukung side by side jarak,Anies supports side by side distance,0.3612,Positif
Mon Feb 05 23:32:27 +0000 2024,Banyuwangi - Jawa Timur,anies,susah susah anies bagusin jakarta rusak pj heru,"Anies is going to great lengths to repair damaged Jakarta, PJ Heru",0.296,Positif
Mon Feb 05 23:32:27 +0000 2024,Sintang,anies,habib hasan toha putra tokoh muka usaha ulama tokoh didik dermawan ragu integritas kapasitas keshalehannya warga semarang jawa tengah pilih abah anies warga semarang jawa tengah,"Habib Hasan Toha, son of the face of business, ulama, student figure, philanthropist doubts the integrity of his pious capacity, residents of Semarang, Central Java, elect Abah Anies, residents of Semarang, Central Java",0.1027,Positif
Mon Feb 05 23:32:19 +0000 2024,"Kota Surabaya, Jawa Timur",anies,no pilih anies kualitas anies tipe moga wujud aminnn,no choose anies quality anies type hopefully it will come true aminnn,0.5106,Positif
Mon Feb 05 23:31:52 +0000 2024,,anies,pelan pelan ledak agresif cari knp dio dukung compare calon jago kito dekat manusia dilakuin anies ni incredible manusia besar kecil,"Slowly, aggressively, explosively, look for why Dio supports, compare the good candidates, we are close to humans, what Anies does, this is incredible, humans, big and small",0.4767,Positif
Mon Feb 05 23:31:32 +0000 2024,ìí¼ì£¼ëì´ â¡ ìí,anies,glad sampe oposisi jkw liat beda dibandingin yaa anies mostly yaa gagas paham fron what see gitu beda jkw imagenya,glad until the opposition jkw looks different compared to yaa anies mostly yaa not understanding fron what see so different jkw image,0.4588,Positif
Mon Feb 05 23:31:20 +0000 2024,,anies,desak anies,Anies insisted,0.0,Netral
Mon Feb 05 23:31:10 +0000 2024,,anies,juang politik tantang syukur abang sabar kuat hati besar anies baswedan aamiin,"political struggle, challenge, thank you, brother, be patient, be strong, have a big heart, Anies Baswedan, amen",0.8402,Positif
Mon Feb 05 23:31:08 +0000 2024,indonesia,anies,anies rakyat bahgia makmur okehlah pilih ganjar,"if the people are happy and prosperous, it's okay to choose a reward",0.9081,Positif
Mon Feb 05 23:31:07 +0000 2024,seputaran indonesia,anies,marah dukung anies pikir bobrok jokowi senang kasi jaket gak beda kasi jaket gratis blt gratis,"Angry, supports Anies, thinks Jokowi is dilapidated, happy to give him a jacket, it's no different, giving him a free jacket, free BLT",0.7402,Positif
Mon Feb 05 23:31:03 +0000 2024,"Jambi, Indonesia",anies,hardik edy rahmayadi bikin pintu vip kualanamu buka anies,"Hardik Edy Rahmayadi made the Kualanamu VIP door open, Anies",0.6166,Positif
